repo_url,schema_name,helm_name,crd_path,file_path,file_sha
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.m.crossplane.io_messagetemplates.yaml,e3a4cfb8f01037db0684225a108c2604e1e005de
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.m.crossplane.io_mutetimings.yaml,6a87b58974bef930e5f27eecc768e4b9ee11cd5d
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.m.crossplane.io_notificationpolicies.yaml,6c16c492edae81a3427b440562372ab0ac99ad4b
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.m.crossplane.io_recordingrulev0alpha1s.yaml,2187cf3dcac2880b08872461d0a6b849fe1408e5
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/alerting.grafana.m.crossplane.io_rulegroups.yaml,465ffaed5c5cd5386bbf518c4659d7c2ebb19686
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/asserts.grafana.crossplane.io_custommodelrules.yaml,e4d77519dc4a5bbc364a943c997c8af1f9a0c7d0
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/asserts.grafana.crossplane.io_logconfigs.yaml,84fa1453bcb42fad7eb0a1c034989e431ec4c13d
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/asserts.grafana.crossplane.io_notificationalertsconfigs.yaml,348bda40521d63e8d4a977c0d6dd039119b078de
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/asserts.grafana.crossplane.io_profileconfigs.yaml,d4af725eb3c9f0c2b844e9b57af8f45a901fd513
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/asserts.grafana.crossplane.io_promrulefiles.yaml,7d60f69e7d56c635abd3bb49dffeccd6d58d5307
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/asserts.grafana.crossplane.io_suppressedassertionsconfigs.yaml,a11e4e51a1684974c423cc24d93c07ed2da7d91f
https://github.com/grafana/crossplane-provider-grafana,alerting.grafana.crossplane.io,provider-grafana,package/crds,package/crds/asserts.grafana.crossplane.io_thresholds.yaml,dd568b9bbb655eee1047099465304773622f8d60
